Unnamed: 0,AvgSpeed,Country,DangerLvl,NoAccidents,NoFatalities,NoJourneys,PoliceActivity,RoadCond,Season,Weather,Weekend
5584,low,Europe,low,medium,medium,low,regular,good,fall,good,working
5585,low,US,low,low,medium,low,regular,bad,summer,bad,weekend
5586,low,Europe,low,medium,low,medium,regular,good,spring,good,working
5587,high,UK,low,low,low,low,increased,bad,spring,bad,weekend
5589,low,Europe,low,low,low,medium,regular,good,summer,good,working
5590,high,Europe,low,high,high,low,regular,good,summer,good,working
5591,high,Europe,high,high,high,low,regular,bad,winter,bad,weekend
5593,high,Europe,low,medium,high,medium,regular,good,summer,good,weekend
5594,high,US,low,medium,low,medium,regular,good,fall,good,working
5599,low,UK,low,low,medium,medium,regular,bad,fall,bad,working
5602,high,US,low,low,low,low,regular,good,fall,good,weekend
5603,low,Europe,low,low,medium,low,regular,bad,winter,bad,working
5604,low,Europe,low,medium,low,medium,regular,good,fall,good,working
5609,low,UK,low,low,low,medium,regular,bad,fall,bad,working
5612,low,US,low,medium,high,low,regular,bad,fall,good,working
5613,low,Europe,low,low,medium,low,regular,bad,fall,bad,weekend
5614,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
5615,high,Europe,low,low,low,medium,regular,good,fall,good,working
5617,high,UK,low,medium,low,medium,regular,good,summer,good,weekend
5619,low,US,low,low,low,medium,regular,bad,winter,bad,weekend
5620,low,US,low,high,medium,low,regular,bad,spring,bad,weekend
5621,high,Europe,low,low,low,medium,regular,good,summer,good,working
5622,low,US,low,medium,medium,medium,regular,bad,spring,bad,working
5627,low,Europe,low,low,low,medium,regular,good,fall,good,working
5629,low,UK,high,low,high,medium,regular,bad,fall,good,working
5630,high,Europe,low,low,low,medium,regular,good,winter,good,weekend
5631,high,Europe,low,low,low,medium,regular,good,summer,good,working
5632,low,Europe,low,medium,high,medium,regular,bad,spring,bad,working
5633,low,UK,low,medium,medium,medium,regular,bad,winter,bad,working
5635,high,US,low,medium,medium,medium,regular,good,spring,bad,working
5637,low,US,low,low,medium,medium,regular,good,fall,good,working
5638,low,US,low,low,low,low,regular,bad,winter,bad,weekend
5640,high,UK,high,high,high,medium,regular,bad,spring,bad,weekend
5643,low,US,low,high,medium,medium,regular,good,winter,bad,holiday
5644,high,Europe,high,medium,medium,low,regular,bad,summer,bad,weekend
5645,low,Europe,low,medium,high,medium,regular,good,spring,good,working
5648,low,US,low,low,low,low,regular,good,winter,good,working
5649,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5650,low,Europe,low,medium,medium,medium,increased,bad,fall,bad,working
5651,high,Europe,low,low,medium,low,regular,good,spring,bad,holiday
5654,high,US,low,low,low,low,regular,bad,spring,bad,weekend
5655,high,UK,low,medium,low,medium,regular,good,spring,good,weekend
5656,low,US,low,low,low,medium,regular,bad,summer,bad,working
5657,low,Europe,low,high,high,low,regular,good,winter,bad,weekend
5658,high,UK,low,medium,high,medium,regular,good,winter,good,weekend
5659,high,Europe,low,high,medium,low,regular,good,spring,good,working
5660,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
5662,high,Europe,low,low,low,medium,regular,good,spring,good,working
5663,high,US,low,medium,medium,medium,regular,good,spring,good,working
5664,high,US,low,medium,low,medium,regular,bad,winter,bad,working
5665,high,Europe,low,high,medium,medium,regular,good,spring,bad,working
5667,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
5670,high,US,low,medium,high,medium,regular,good,spring,good,working
5671,high,Europe,high,medium,high,low,regular,bad,spring,good,working
5672,low,Europe,low,medium,low,medium,regular,bad,summer,bad,working
5673,high,Europe,low,low,low,low,regular,good,fall,good,working
5674,low,Europe,low,low,medium,medium,regular,bad,spring,bad,weekend
5676,low,UK,low,low,medium,medium,increased,bad,spring,bad,weekend
5678,high,UK,low,high,high,medium,regular,good,summer,good,working
5679,high,Europe,low,medium,low,medium,regular,good,summer,good,weekend
5680,high,US,low,low,medium,medium,regular,good,fall,bad,weekend
5682,low,Europe,low,high,medium,medium,regular,bad,winter,bad,working
5685,low,UK,low,low,medium,medium,regular,good,summer,good,working
5686,high,Europe,low,low,low,medium,regular,good,summer,good,working
5687,low,US,low,low,low,medium,regular,bad,winter,bad,working
5691,low,Europe,high,high,high,medium,regular,good,fall,good,working
5692,high,US,low,low,low,low,regular,bad,fall,bad,weekend
5693,high,US,low,medium,medium,medium,regular,bad,fall,bad,working
5695,low,Europe,low,medium,low,medium,regular,good,spring,good,working
5696,low,US,low,low,low,low,regular,good,spring,bad,working
5698,high,Europe,low,low,low,medium,regular,good,spring,good,working
5699,low,Europe,low,medium,low,medium,regular,good,fall,good,working
5701,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
5704,high,UK,low,low,low,low,regular,good,summer,good,working
5705,high,US,low,medium,low,medium,regular,good,fall,good,weekend
5707,low,Europe,low,medium,high,medium,increased,bad,winter,bad,weekend
5708,low,Europe,low,medium,low,medium,regular,bad,spring,bad,working
5709,low,US,low,high,medium,low,regular,bad,winter,bad,weekend
5711,high,Europe,low,low,low,medium,regular,good,fall,good,working
5712,high,Europe,high,high,low,low,regular,bad,spring,bad,weekend
5714,low,UK,low,high,high,medium,regular,bad,winter,good,working
5715,high,US,low,low,medium,medium,regular,good,summer,good,weekend
5716,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5717,low,Europe,low,medium,high,low,regular,bad,spring,bad,working
5718,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
5719,low,Europe,high,medium,high,low,regular,bad,fall,bad,weekend
5720,high,US,low,low,low,low,regular,good,summer,good,working
5721,high,US,low,low,low,medium,regular,good,summer,good,weekend
5726,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
5730,low,UK,low,low,medium,medium,regular,bad,fall,bad,weekend
5732,high,US,high,low,high,low,regular,bad,winter,bad,weekend
5734,low,Europe,low,high,high,medium,regular,bad,summer,bad,weekend
5736,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
5739,high,Europe,low,low,low,medium,regular,good,fall,good,holiday
5740,low,UK,low,low,medium,medium,regular,bad,spring,bad,working
5741,low,Europe,low,medium,low,medium,regular,bad,winter,bad,working
5743,low,Europe,low,high,high,medium,regular,bad,winter,bad,weekend
5744,low,Europe,low,medium,low,low,increased,bad,winter,bad,working
5745,low,US,low,high,high,medium,regular,good,spring,good,working
5746,low,Europe,low,low,medium,low,increased,good,spring,good,working
5748,high,Europe,low,low,medium,low,regular,good,winter,bad,working
5750,low,US,low,low,low,medium,increased,bad,fall,bad,working
5751,high,Europe,low,low,low,medium,regular,bad,spring,good,working
5753,high,Europe,low,low,low,medium,regular,good,summer,good,working
5754,low,US,low,medium,medium,low,regular,bad,winter,bad,working
5757,low,Europe,low,medium,high,medium,regular,good,summer,good,weekend
5758,low,Europe,low,high,high,low,regular,bad,spring,bad,weekend
5759,low,US,low,medium,low,medium,regular,bad,summer,bad,working
5761,high,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
5762,low,Europe,low,medium,medium,low,regular,good,spring,bad,working
5764,low,UK,low,low,medium,medium,regular,bad,winter,bad,working
5766,low,UK,low,low,medium,medium,increased,good,fall,good,working
5767,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5768,low,UK,low,low,medium,low,regular,bad,winter,bad,weekend
5770,low,Europe,low,low,low,low,regular,bad,winter,bad,holiday
5771,high,US,low,low,low,medium,regular,good,summer,good,working
5773,high,Europe,low,low,low,medium,regular,good,fall,good,weekend
5775,low,US,low,low,low,low,regular,bad,winter,good,holiday
5776,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5778,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
5779,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5782,low,UK,low,medium,low,low,regular,bad,winter,bad,weekend
5783,high,US,low,low,low,low,increased,bad,spring,bad,working
5785,low,UK,low,low,low,medium,regular,good,winter,good,working
5787,low,UK,low,low,low,medium,regular,bad,spring,bad,holiday
5788,low,Europe,low,high,low,low,regular,good,summer,good,working
5789,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5791,low,UK,low,medium,high,medium,regular,bad,winter,bad,weekend
5793,low,UK,low,low,medium,low,regular,bad,spring,bad,working
5794,low,Europe,low,medium,low,medium,regular,good,summer,bad,weekend
5795,low,UK,low,high,low,low,increased,bad,winter,bad,weekend
5796,low,Europe,high,low,low,medium,increased,bad,spring,bad,weekend
5797,high,Europe,low,medium,low,medium,regular,good,fall,good,working
5798,low,UK,low,low,low,medium,regular,bad,fall,bad,weekend
5799,low,Europe,low,low,medium,low,regular,bad,winter,bad,working
5800,high,Europe,low,low,low,medium,regular,good,summer,good,working
5801,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5803,low,Europe,low,high,high,medium,regular,good,summer,good,weekend
5805,low,Europe,low,low,medium,low,regular,bad,winter,bad,working
5806,low,Europe,low,high,high,low,regular,bad,spring,bad,working
5807,low,Europe,high,high,high,medium,regular,bad,winter,bad,working
5808,low,Europe,low,low,low,medium,regular,bad,summer,bad,weekend
5809,high,UK,low,medium,low,low,regular,good,fall,good,working
5810,low,US,low,low,medium,low,regular,bad,winter,bad,weekend
5812,low,Europe,low,low,low,low,regular,good,fall,good,working
5813,high,US,low,medium,medium,medium,regular,good,summer,good,weekend
5817,low,Europe,low,high,medium,low,regular,bad,winter,bad,working
5818,high,Europe,low,low,low,medium,regular,good,spring,good,working
5821,high,Europe,low,high,medium,medium,regular,good,winter,good,weekend
5822,low,US,low,medium,medium,medium,regular,bad,spring,bad,working
5823,low,Europe,low,medium,low,medium,regular,bad,winter,bad,working
5824,high,US,high,high,high,medium,regular,bad,summer,good,weekend
5828,low,US,low,medium,medium,medium,regular,bad,winter,bad,working
5830,high,US,high,low,low,medium,regular,bad,winter,bad,working
5831,high,Europe,low,low,medium,medium,regular,good,spring,good,working
5833,high,Europe,high,high,high,medium,regular,bad,winter,bad,weekend
5834,low,Europe,low,high,high,medium,regular,good,winter,good,working
5835,low,UK,low,medium,low,low,regular,bad,spring,bad,working
5836,low,Europe,low,low,low,medium,regular,good,fall,good,working
5837,high,Europe,low,medium,high,low,regular,good,spring,good,working
5839,low,US,low,low,medium,medium,regular,bad,spring,good,working
5843,high,Europe,low,low,medium,medium,regular,good,summer,good,working
5844,low,US,low,low,low,medium,regular,bad,winter,bad,working
5845,low,US,low,low,low,medium,regular,bad,summer,bad,working
5848,low,Europe,low,high,medium,medium,regular,bad,summer,bad,working
5849,high,Europe,low,low,low,medium,regular,good,summer,good,weekend
5852,high,Europe,low,medium,low,medium,regular,good,summer,good,working
5855,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
5856,low,US,low,low,medium,medium,regular,bad,spring,good,working
5857,high,US,low,low,low,medium,regular,bad,fall,bad,working
5858,high,US,high,high,high,medium,regular,bad,fall,bad,working
5859,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
5861,low,US,low,medium,medium,low,regular,bad,winter,bad,working
5862,high,Europe,low,low,low,low,regular,good,summer,good,holiday
5863,low,Europe,low,low,low,low,regular,good,fall,good,working
5865,high,Europe,high,medium,low,low,regular,bad,summer,bad,working
5868,low,Europe,low,medium,high,low,regular,bad,fall,bad,working
5870,low,US,high,high,medium,medium,regular,good,summer,good,weekend
5871,low,US,low,high,high,medium,regular,bad,winter,bad,working
5873,low,Europe,low,high,high,medium,regular,bad,winter,bad,working
5874,low,UK,low,medium,medium,medium,regular,bad,summer,bad,working
5876,high,Europe,low,high,high,low,regular,good,fall,good,weekend
5877,high,US,low,low,low,medium,increased,bad,winter,bad,working
5878,low,UK,low,high,high,low,regular,good,fall,good,working
5879,high,Europe,low,low,low,medium,regular,good,winter,good,weekend
5881,high,Europe,high,high,high,medium,regular,bad,spring,good,weekend
5885,low,US,low,low,low,medium,regular,bad,spring,bad,working
5887,high,Europe,low,medium,low,medium,regular,good,summer,good,working
5889,low,UK,low,high,low,low,regular,bad,spring,bad,weekend
5893,high,Europe,low,low,low,low,regular,good,spring,good,weekend
5895,high,Europe,low,low,medium,medium,regular,good,fall,good,working
5896,low,UK,low,high,medium,medium,regular,good,spring,good,working
5899,low,US,low,medium,medium,medium,regular,bad,spring,bad,working
5903,low,Europe,low,medium,medium,low,regular,bad,spring,bad,working
5907,low,Europe,low,medium,high,medium,regular,bad,spring,bad,working
5908,high,Europe,low,low,low,medium,regular,bad,summer,bad,weekend
5909,high,Europe,low,medium,high,medium,regular,bad,fall,good,working
5910,low,US,low,medium,low,medium,regular,good,spring,good,working
5911,low,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
5912,low,UK,low,low,low,medium,regular,bad,fall,bad,working
5913,low,UK,low,low,low,medium,regular,bad,spring,bad,weekend
5914,high,Europe,high,medium,medium,medium,regular,bad,fall,bad,working
5916,low,Europe,low,low,medium,low,regular,good,fall,good,weekend
5917,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
5918,low,UK,low,high,medium,medium,regular,bad,fall,bad,working
5921,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
5922,high,Europe,low,low,low,low,regular,bad,winter,bad,holiday
5923,high,Europe,high,low,medium,low,regular,bad,fall,bad,holiday
5925,low,US,low,medium,low,medium,regular,bad,spring,good,working
5927,high,US,low,low,low,medium,regular,good,fall,good,working
5928,low,Europe,low,low,low,low,regular,good,winter,good,working
5929,low,Europe,low,low,medium,low,regular,bad,summer,bad,weekend
5933,low,Europe,low,low,low,low,regular,bad,spring,bad,weekend
5934,low,US,low,medium,medium,medium,regular,good,summer,good,working
5938,high,US,high,high,high,medium,regular,good,fall,good,working
5940,high,UK,low,low,medium,medium,regular,good,summer,good,working
5942,low,Europe,low,low,medium,medium,increased,bad,summer,bad,working
5945,low,US,low,high,medium,medium,regular,good,summer,bad,weekend
5947,low,US,low,low,low,medium,regular,bad,fall,bad,working
5949,low,Europe,low,high,high,low,regular,bad,winter,bad,working
5952,high,Europe,low,low,low,medium,regular,good,fall,good,working
5953,high,Europe,high,high,high,low,regular,bad,winter,bad,working
5954,low,US,low,high,medium,medium,regular,good,spring,good,working
5955,low,US,low,high,high,low,regular,bad,winter,bad,working
5956,low,US,low,medium,low,medium,regular,bad,winter,bad,working
5963,low,Europe,low,medium,medium,medium,regular,bad,fall,good,weekend
5966,high,US,low,low,medium,low,regular,good,summer,good,working
5968,high,US,low,medium,high,medium,regular,good,summer,good,working
5969,high,US,high,high,medium,medium,regular,good,winter,bad,working
5970,high,Europe,low,medium,medium,medium,regular,good,fall,good,working
5971,low,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
5973,high,UK,low,low,medium,medium,regular,good,summer,good,weekend
5974,high,US,low,medium,medium,medium,regular,good,spring,good,working
